Unnamed: 0,封面,书名,豆瓣链接,作者,译者,出版社,出版日期,价格,评分,评分人数,一句话评价,小说,散文随笔,传记,历史,心理学,文化,艺术,人文社科,政治军事,经济管理,科普读物,计算机与互联网,社会学,哲学,诗歌
233,https://img2.doubanio.com/view/subject/s/public/s3867373.jpg,香水,https://book.douban.com/subject/3815125/,[德] 帕·聚斯金德 , 李清华 , 上海译文出版社 , 2009-6 , 25.00元,8.9,21287,,,,,,,,,,,,,,,,
234,https://img1.doubanio.com/view/subject/s/public/s27009357.jpg,哈姆莱特,https://book.douban.com/subject/1006197/,[英] 莎士比亚 , 朱生豪 , 人民文学出版社 , 2001-1 , 7.00元,8.7,47487,生存还是毁灭，这是一个值得思考的问题,,,,,,,,,,,,,,,
235,https://img2.doubanio.com/view/subject/s/public/s29960161.jpg,显微镜下的大明,https://book.douban.com/subject/30414743/,马伯庸 ,, 湖南文艺出版社 , 2019-1 , 52.00元,8.7,34377,,,,,,,,,,,,,,,,
236,https://img1.doubanio.com/view/subject/s/public/s1120437.jpg,夏洛的网,https://book.douban.com/subject/1036274/,[美] E.B.怀特 , 任溶溶 , 上海译文出版社 , 2004-5 , 17.00元,8.6,68039,一个蜘蛛和小猪的故事，写给孩子，也写给大人,,,,,,,,,,,,,,,
237,https://img2.doubanio.com/view/subject/s/public/s32332471.jpg,时间的秩序,https://book.douban.com/subject/33424487/,[意] 卡洛·罗韦利 , 杨光 , 湖南科学技术出版社 , 2019-6 , 56.00元,8.9,19957,,,,,,,,,,,,,,,,
238,https://img2.doubanio.com/view/subject/s/public/s8972061.jpg,不存在的骑士,https://book.douban.com/subject/6789551/,[意] 伊塔洛·卡尔维诺 , 吴正仪 , 译林出版社 , 2012-4 , 22.00元,8.9,19945,,,,,,,,,,,,,,,,
239,https://img9.doubanio.com/view/subject/s/public/s9110246.jpg,了不起的盖茨比,https://book.douban.com/subject/10738023/,[美] 斯科特·菲茨杰拉德 , 邓若虚 , 南海出版公司 , 2012-5 , 25.00元,8.7,50921,,,,,,,,,,,,,,,,
240,https://img9.doubanio.com/view/subject/s/public/s30025945.jpg,黑箱,https://book.douban.com/subject/30484795/,[日]伊藤诗织 , 匡匡 , 雅众文化,中信出版集团 , 2019-4 / 48.00元,8.9,20600,,,,,,,,,,,,,,,,
241,https://img2.doubanio.com/view/subject/s/public/s29032782.jpg,在细雨中呼喊,https://book.douban.com/subject/20421947/,余华 ,, 作家出版社 , 2012-11-1 , 25.00元,8.8,52710,,,,,,,,,,,,,,,,
242,https://img2.doubanio.com/view/subject/s/public/s28095832.jpg,李光耀观天下,https://book.douban.com/subject/26413154/,李光耀 ,, 北京大学出版社 , 2015-6 , 58.00元,9.2,10306,,,,,,,,,,,,,,,,
243,https://img1.doubanio.com/view/subject/s/public/s26037307.jpg,繁花,https://book.douban.com/subject/22714154/,金宇澄 ,, 上海文艺出版社 , 2013-3 , 48.00元,8.7,33041,海上繁花，请静观静读,,,,,,,,,,,,,,,
244,https://img9.doubanio.com/view/subject/s/public/s1075414.jpg,牡丹亭,https://book.douban.com/subject/1073708/,汤显祖 ,, 人民文学出版社 , 1963-4-1 , 14.50元,9,13290,不到园林，怎知春色如许,,,,,,,,,,,,,,,
245,https://img2.doubanio.com/view/subject/s/public/s29425921.jpg,步履不停,https://book.douban.com/subject/26963321/,[日] 是枝裕和 , 郑有杰 , 北京联合出版公司 , 2017-5 , 36.80元,8.7,39174,人生路上，步履不停，总有那么一点来不及,,,,,,,,,,,,,,,
246,https://img2.doubanio.com/view/subject/s/public/s6343233.jpg,此生未完成,https://book.douban.com/subject/6397275/,于娟 ,, 湖南科学技术出版社 , 2011-5 , 26.00元,8.8,22698,一个母亲、妻子、女儿的生命日记,,,,,,,,,,,,,,,
247,https://img2.doubanio.com/view/subject/s/public/s1670411.jpg,如彗星划过夜空,https://book.douban.com/subject/1762869/,林达 ,, 生活·读书·新知三联书店 , 2006-3 , 21.00元,8.9,11442,,,,,,,,,,,,,,,,
248,https://img1.doubanio.com/view/subject/s/public/s3667048.jpg,稻草人手记,https://book.douban.com/subject/3607117/,三毛 ,, 北京十月文艺出版社 , 2009-3 , 18.00元,8.9,19655,三毛在加纳利群岛上的生活,,,,,,,,,,,,,,,
249,https://img2.doubanio.com/view/subject/s/public/s29673011.jpg,跨越边界的社区（修订版）,https://book.douban.com/subject/30116399/,项飙 ,, 生活·读书·新知三联书店 , 2018-3 , 68.00元,9.5,8076,,,,,,,,,,,,,,,,
